timestamp_s,PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CE,CP,SE
2.1,187.616,0.05840000000000001,0.0,0.0,9.964200000000002,9.839699999999999,2732.5600000000004,0.003,10.148,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.2,190.08599999999998,0.040600000000000004,0.0,0.0,9.9645,9.8332,2751.6800000000003,0.0,10.163,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.3,190.98700000000002,0.0165,0.0,0.0,9.963,9.8295,2871.4399999999996,0.001,10.164,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.4,191.315,0.0,0.0,0.0,9.9609,9.8305,2897.4800000000005,0.001,10.174,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.5,191.402,0.0016,0.0,0.0,9.9666,9.843100000000002,2932.04,0.003,10.162,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.6,191.42000000000002,0.0,0.0,0.0,9.970400000000001,9.8479,2939.4200000000005,0.001,10.151,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.7,191.40500000000003,0.0,0.0,0.0,9.9648,9.8356,2944.6400000000003,0.003,10.187,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.8,191.401,0.0,0.0,0.0,9.9629,9.838400000000002,2945.5000000000005,0.003,10.156,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
2.9,191.416,0.0,0.0,0.0,9.9563,9.8379,2948.86,0.003,10.173,35.469,40.965,38.32,30.367,0.611,47.25,2.184,0.0
3.0,191.40400000000002,0.0,0.0,0.0,9.964500000000001,9.8445,2949.3,0.0,10.167,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.1,191.328,0.018099999999999998,0.0,0.0,9.9697,9.846600000000002,2946.2799999999997,0.0,10.174,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.2,191.302,0.0102,0.0,0.0,9.973299999999998,9.8434,2945.7,0.0,10.171,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.3,191.377,0.0,0.0,0.0,9.9742,9.8477,2944.02,0.0,10.173,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.4,191.389,0.0,0.0,0.0,9.9665,9.844100000000001,2943.9,0.0,10.174,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.5,191.38299999999998,0.0,0.0,0.0,9.962399999999999,9.8406,2946.9200000000005,0.001,10.186,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.6,191.318,0.0,0.0,0.0,9.9649,9.844100000000001,2947.5000000000005,0.001,10.187,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.7,191.31300000000002,0.0,0.0,0.0,9.967799999999999,9.846400000000001,2947.6599999999994,0.003,10.182,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.8,191.305,0.0,0.0,0.0,9.9708,9.8528,2947.4999999999995,0.003,10.16,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
3.9,191.323,0.0,0.0,0.0,9.972600000000002,9.851600000000001,2945.96,0.0,10.177,35.422,40.922,38.324,30.367,0.603,47.332,2.185,0.0
4.0,191.31199999999998,0.0,0.0,0.0,9.9702,9.849300000000001,2945.8,0.0,10.167,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.1,191.296,0.0,0.0,0.0,9.9696,9.8447,2945.84,0.001,10.191,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.2,191.28199999999998,0.0,0.0,0.0,9.9692,9.847,2945.8,0.0,10.167,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.3,191.281,0.0,0.0,0.0,9.9704,9.8534,2945.8,0.0,10.187,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.4,191.323,0.0,0.0,0.0,9.973700000000001,9.847800000000001,2945.8,0.0,10.167,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.5,191.26500000000001,0.0,0.0,0.0,9.973099999999999,9.8452,2947.3199999999997,0.0,10.163,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.6,191.257,0.0,0.0,0.0,9.9727,9.8412,2947.5999999999995,0.001,10.172,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.7,191.26299999999998,0.0,0.0,0.0,9.974100000000002,9.847900000000001,2946.0799999999995,0.003,10.182,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.8,191.29199999999997,0.0,0.0,0.0,9.976200000000002,9.854099999999999,2945.8,0.005,10.185,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
4.9,191.262,0.0,0.0,0.0,9.9796,9.8581,2945.8,0.004,10.149,35.414,40.879,38.332,30.379,0.608,47.213,2.178,0.0
5.0,191.31500000000003,0.0,0.0,0.0,9.982899999999997,9.8597,2945.7,0.0,10.159,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.1,191.373,0.0,0.0,0.0,9.976900000000002,9.855699999999999,2944.2,0.001,10.156,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.2,191.307,0.0,0.0,0.0,9.972100000000001,9.8473,2944.0,0.003,10.182,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.3,191.28,0.0,0.0,0.0,9.9747,9.8524,2947.0799999999995,0.001,10.193,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.4,191.28499999999997,0.0,0.0,0.0,9.9757,9.856800000000002,2947.5999999999995,0.001,10.189,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.5,191.29500000000002,0.0,0.0,0.0,9.981,9.8568,2946.0799999999995,0.0,10.182,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.6,191.31900000000002,0.0,0.0,0.0,9.9844,9.8569,2945.8,0.003,10.167,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.7,191.307,0.0,0.0,0.0,9.9802,9.852500000000001,2945.8,0.003,10.18,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.8,191.313,0.0,0.0,0.0,9.972,9.8543,2945.8,0.001,10.174,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
5.9,191.32599999999996,0.0,0.0,0.0,9.969800000000003,9.852500000000001,2945.8,0.0,10.177,35.32,40.879,38.324,30.379,0.608,47.372,2.188,0.0
6.0,191.32999999999998,0.0,0.0,0.0,9.9747,9.845,2945.8,0.0,10.182,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.1,191.33799999999997,0.0,0.0,0.0,9.9776,9.848799999999999,2945.8,0.0,10.164,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.2,191.334,0.0,0.0,0.0,9.977700000000002,9.852899999999998,2945.8,0.003,10.174,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.3,191.287,0.0,0.0,0.0,9.9672,9.8476,2945.8,0.001,10.16,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.4,191.286,0.0,0.0,0.0,9.965100000000001,9.8492,2945.9,0.001,10.209,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.5,191.27,0.0,0.0,0.0,9.962400000000002,9.8479,2947.4,0.001,10.178,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.6,191.25799999999998,0.0,0.0,0.0,9.969899999999999,9.8464,2947.3999999999996,0.001,10.182,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.7,191.275,0.0,0.0,0.0,9.973600000000001,9.8525,2944.4,0.003,10.159,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.8,191.268,0.0,0.0,0.0,9.9683,9.8501,2944.2,0.001,10.162,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
6.9,191.301,0.0,0.0,0.0,9.967,9.848500000000001,2947.2,0.0,10.167,35.227,40.828,38.348,30.367,0.608,47.273,2.177,0.0
7.0,191.365,0.0,0.0,0.0,9.9628,9.845699999999999,2947.4999999999995,0.0,10.174,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.1,191.29999999999998,0.0,0.0,0.0,9.958499999999999,9.843200000000001,2946.0,0.001,10.179,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.2,191.291,0.0,0.0,0.0,9.963000000000001,9.8474,2945.9,0.0,10.187,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.3,191.369,0.0,0.0,0.0,9.965399999999999,9.8487,2945.72,0.001,10.149,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.4,191.356,0.0,0.0,0.0,9.9665,9.844100000000001,2945.5999999999995,0.0,10.159,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.5,191.337,0.0,0.0,0.0,9.959,9.8378,2947.1200000000003,0.0,10.169,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.6,191.247,0.0,0.0,0.0,9.954799999999999,9.8303,2947.3,0.0,10.189,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.7,191.28199999999998,0.0,0.0,0.0,9.952000000000002,9.8307,2944.2799999999997,0.003,10.179,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.8,191.363,0.0,0.0,0.0,9.958400000000001,9.835600000000001,2943.8,0.0,10.164,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
7.9,191.273,0.0,0.0,0.0,9.9619,9.833200000000001,2945.3199999999997,0.0,10.171,35.242,40.812,38.332,30.367,0.617,47.438,2.18,0.0
8.0,191.26500000000001,0.0,0.0,0.0,9.959999999999999,9.8365,2945.7,0.001,10.161,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.1,191.27300000000002,0.0,0.0,0.0,9.956399999999999,9.8336,2947.2000000000003,0.0,10.174,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.2,191.253,0.0,0.0,0.0,9.9501,9.827,2947.3,0.001,10.18,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.3,191.28,0.0,0.0,0.0,9.950099999999999,9.825600000000001,2944.2799999999997,0.004,10.177,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.4,191.269,0.0,0.0,0.0,9.95,9.825999999999999,2943.9,0.001,10.16,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.5,191.30900000000003,0.0,0.0,0.0,9.954699999999999,9.826699999999999,2947.0999999999995,0.001,10.154,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.6,191.359,0.0,0.0,0.0,9.952399999999999,9.8306,2947.5999999999995,0.003,10.196,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.7,191.362,0.0,0.0,0.0,9.9486,9.828800000000001,2946.12,0.007,10.154,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.8,191.35999999999999,0.0,0.0,0.0,9.9393,9.8256,2945.7,0.0,10.183,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
8.9,191.38599999999997,0.0,0.0,0.0,9.9436,9.830100000000002,2945.72,0.0,10.154,35.16,40.809,38.336,30.375,0.619,46.691,2.151,0.0
9.0,191.305,0.0,0.0,0.0,9.9415,9.828399999999998,2945.9,0.001,10.17,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.1,191.301,0.0,0.0,0.0,9.9489,9.8283,2945.88,0.0,10.154,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.2,191.346,0.0,0.0,0.0,9.9496,9.8265,2946.0,0.0,10.158,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.3,190.65,45.07340000000001,0.8320000000000001,0.0,9.9377,9.82,2950.8,0.005,10.165,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.4,179.436,141.048,8.788999999999998,0.0,9.938600000000001,9.8234,2950.3999999999996,14.888,10.191,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.5,169.982,135.15800000000002,6.5882000000000005,0.0,9.9415,9.8253,2918.14,18.71,10.17,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.6,163.11100000000002,130.929,5.392899999999999,0.0,9.9367,9.828399999999998,2903.84,16.369,10.177,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.7,158.324,128.081,4.5555,0.0,9.9447,9.824,2705.5600000000004,14.239,10.153,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.8,155.07800000000003,125.822,3.8836,0.0,9.9453,9.817400000000001,2664.16,12.652,10.163,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
9.9,152.685,124.31599999999999,3.4928999999999997,0.0,9.9343,9.820599999999999,2530.2,11.403,10.183,35.176,40.785,38.316,30.473,0.619,46.599,2.143,69.141
10.0,150.95200000000003,123.21199999999999,3.1796999999999995,0.0,9.9344,9.820500000000001,2502.1800000000003,10.474,10.178,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.1,149.599,122.46600000000001,2.9187000000000003,0.0,9.930800000000001,9.821299999999999,2443.4399999999996,9.814,10.164,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.2,148.607,121.80199999999999,2.7367,0.0,9.933300000000001,9.8263,2430.58,9.327,10.164,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.3,147.925,121.285,2.6578,0.0,9.936300000000001,9.822299999999998,2393.4,8.961,10.17,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.4,147.41,120.917,2.6835,0.0,9.934999999999999,9.809700000000001,2385.58,8.863,10.154,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.5,147.09,120.755,2.5185000000000004,0.0,9.9351,9.8166,2372.3,8.406,10.187,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.6,146.684,120.48200000000001,2.4368000000000003,0.0,9.933700000000002,9.8169,2369.4,8.387,10.182,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.7,146.51100000000002,120.43199999999999,2.3772999999999995,0.0,9.9327,9.8151,2356.2,8.198,10.171,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.8,146.42300000000003,120.269,2.4968000000000004,0.0,9.9395,9.824699999999998,2353.8,8.209,10.176,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
10.9,146.34699999999998,120.13900000000001,2.4344,0.0,9.9381,9.8214,2347.16,8.114,10.161,35.172,40.789,38.336,30.496,0.581,46.623,2.156,69.141
11.0,146.33799999999997,120.29599999999998,2.3148,0.0,9.932500000000001,9.814400000000001,2346.0,7.901,10.164,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.1,146.309,120.17900000000002,2.4250000000000003,0.0,9.9275,9.808599999999998,2347.5199999999995,8.034,10.194,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.2,146.24200000000002,120.24199999999999,2.3836000000000004,0.0,9.925700000000003,9.806899999999999,2347.7,7.994,10.176,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.3,146.23,120.29100000000001,2.3429999999999995,0.0,9.9345,9.809900000000003,2344.5,7.848,10.187,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.4,146.157,120.09400000000001,2.3049000000000004,0.0,9.9382,9.8172,2344.0,8.066,10.211,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.5,146.14100000000002,120.16799999999998,2.2851,0.0,9.9387,9.820500000000001,2343.82,8.017,10.158,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.6,146.15,120.167,2.371,0.0,9.928500000000001,9.808200000000003,2343.8,7.99,10.178,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.7,146.13899999999998,120.09700000000001,2.3209999999999997,0.0,9.925099999999999,9.808499999999999,2343.8,7.975,10.184,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.8,146.18099999999998,120.12100000000001,2.3068999999999997,0.0,9.923399999999999,9.812100000000001,2343.7,7.871,10.187,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
11.9,146.163,119.99600000000001,2.3611,0.0,9.9311,9.8127,2342.2,8.082,10.181,35.168,40.785,38.336,30.484,0.569,46.653,2.166,68.144
12.0,146.08599999999998,120.11200000000001,2.3259,0.0,9.931900000000002,9.8127,2342.1,7.964,10.174,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.1,146.075,120.22099999999998,2.3086,0.0,9.926299999999998,9.8108,2343.6,7.82,10.173,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.2,146.03,120.117,2.3274,0.0,9.925,9.8071,2343.8,8.07,10.172,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.3,146.065,120.175,2.303,0.0,9.9192,9.8009,2343.8,7.932,10.189,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.4,146.078,120.15900000000002,2.3477000000000006,0.0,9.9236,9.801499999999999,2343.8,7.911,10.204,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.5,146.071,120.181,2.3375,0.0,9.925500000000001,9.806999999999999,2343.8,7.946,10.173,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.6,146.103,120.26299999999999,2.2758,0.0,9.921899999999999,9.806799999999999,2343.7,7.894,10.17,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.7,146.08599999999998,120.074,2.3421999999999996,0.0,9.9164,9.8019,2342.2,8.029,10.176,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.8,146.076,120.071,2.3391000000000006,0.0,9.9074,9.793800000000001,2342.1,7.906,10.17,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
12.9,146.107,120.14199999999998,2.3179,0.0,9.9041,9.7906,2345.12,7.836,10.181,35.156,40.773,38.359,30.555,0.558,46.136,2.128,68.144
13.0,146.047,120.076,2.4654,0.0,9.911600000000002,9.7974,2345.4999999999995,8.119,10.186,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.1,146.028,120.146,2.3624,0.0,9.9139,9.8005,2342.48,7.938,10.164,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.2,146.10599999999997,120.20900000000002,2.307,0.0,9.907700000000002,9.7942,2341.9,7.784,10.173,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.3,146.044,120.001,2.3484000000000003,0.0,9.91,9.7996,2340.2200000000003,8.068,10.201,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.4,146.018,120.106,2.2998999999999996,0.0,9.906299999999998,9.7962,2340.1,7.907,10.182,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.5,146.044,120.11000000000001,2.3249000000000004,0.0,9.9018,9.7813,2343.12,7.82,10.189,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.6,145.985,120.098,2.4249,0.0,9.900400000000001,9.7846,2343.5999999999995,7.953,10.209,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.7,145.98,120.22999999999999,2.3333,0.0,9.9034,9.788900000000002,2342.0799999999995,7.81,10.182,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.8,146.073,120.14200000000001,2.3896999999999995,0.0,9.905800000000003,9.786199999999997,2341.8,8.034,10.174,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
13.9,146.086,120.16600000000001,2.293,0.0,9.904599999999999,9.7851,2343.3199999999997,7.879,10.172,35.187,40.789,38.336,30.566,0.548,46.127,2.122,67.791
14.0,146.16900000000004,120.25,2.3203,0.0,9.9046,9.781,2343.4999999999995,7.813,10.189,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.1,146.059,120.07600000000002,2.4338,0.0,9.901900000000001,9.7873,2340.3,8.102,10.209,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.2,145.999,120.04099999999998,2.307,0.0,9.903200000000002,9.7904,2340.0,8.008,10.201,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.3,146.05699999999996,120.13,2.3078,0.0,9.908800000000001,9.7989,2343.14,7.804,10.194,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.4,146.00500000000002,120.141,2.343,0.0,9.9117,9.7987,2343.4999999999995,8.026,10.186,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.5,146.01299999999998,120.18299999999999,2.2727999999999997,0.0,9.9103,9.7956,2342.0,7.917,10.192,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.6,146.022,119.99900000000002,2.353,0.0,9.9084,9.795699999999998,2341.8,7.911,10.221,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.7,145.989,120.053,2.4109000000000003,0.0,9.911299999999999,9.7947,2341.8,7.934,10.201,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.8,146.04,120.171,2.3008,0.0,9.910499999999999,9.792100000000001,2341.7,7.801,10.199,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
14.9,145.997,120.046,2.3391,0.0,9.916999999999998,9.808100000000001,2340.2,8.041,10.191,35.176,40.785,38.41,30.668,0.544,45.948,2.137,67.791
15.0,145.99200000000002,120.12599999999998,2.3336000000000006,0.0,9.915000000000001,9.805699999999998,2340.1,7.814,10.201,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.1,146.046,120.22400000000002,2.2827000000000006,0.0,9.913899999999998,9.799199999999999,2341.6,7.779,10.203,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.2,145.946,120.06500000000001,2.343,0.0,9.9154,9.7961,2341.8,8.086,10.214,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.3,145.90699999999998,120.104,2.2922000000000002,0.0,9.916200000000002,9.7924,2341.8,7.939,10.224,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.4,146.002,120.148,2.3531999999999997,0.0,9.9213,9.8025,2341.8,7.838,10.214,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.5,146.019,120.075,2.3969,0.0,9.9249,9.811000000000002,2343.3199999999997,7.948,10.258,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.6,146.08,120.176,2.3664,0.0,9.9265,9.8103,2343.5999999999995,7.878,10.216,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.7,146.027,120.12899999999999,2.3203,0.0,9.9221,9.803899999999999,2342.0799999999995,7.959,10.214,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.8,146.01900000000003,120.18300000000002,2.2352,0.0,9.9205,9.7983,2341.8,7.913,10.254,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
15.9,146.112,120.23800000000001,2.2313,0.0,9.9212,9.7958,2343.3199999999997,7.799,10.225,35.25,40.773,38.418,30.656,0.534,45.935,2.134,67.504
16.0,146.024,120.09599999999998,2.3563,0.0,9.926300000000001,9.810599999999999,2343.4999999999995,8.065,10.222,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
16.1,145.97600000000003,120.09500000000003,2.4055999999999993,0.0,9.9261,9.810700000000002,2340.48,7.928,10.218,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
16.2,146.036,120.252,2.3544,0.0,9.928700000000001,9.808900000000001,2340.1,7.678,10.22,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
16.3,146.08200000000002,120.102,2.4281,0.0,9.921199999999999,9.8102,2343.12,8.041,10.234,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
16.4,146.08700000000002,120.06299999999999,2.3024999999999998,0.0,9.916,9.8072,2343.4999999999995,7.948,10.233,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
16.5,145.96200000000002,120.2,2.3140000000000005,0.0,9.923,9.8113,2340.48,7.758,10.24,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
16.6,145.948,120.20899999999999,2.3187,0.0,9.9271,9.8119,2340.1,7.986,10.229,35.234,40.812,38.5,30.727,0.534,45.726,2.142,67.504
