pressure_outlet,speed_rpm,temperature,vibration,power,component_type,component_id,timestamp,time_s,fault_pressure,fault_overheat,fault_any
311.97,2150,50.7,1.396,1117.8925000000002,pump,main_pump,2025-11-08T10:51:57.547349+00:00,0.17,0,0,0
312.37,2150,50.48,1.346,1119.3258333333333,pump,main_pump,2025-11-08T10:51:57.547349+00:00,0.18,0,0,0
311.38,2150,51.59,1.509,1115.7783333333334,pump,main_pump,2025-11-08T10:51:57.547866+00:00,0.19,0,0,0
311.57,2150,50.3,1.406,1116.4591666666668,pump,main_pump,2025-11-08T10:51:57.547866+00:00,0.2,0,0,0
313.12,2150,51.36,1.611,1122.0133333333333,pump,main_pump,2025-11-08T10:51:57.547866+00:00,0.21,0,0,0
313.2,2150,51.24,1.575,1122.3,pump,main_pump,2025-11-08T10:51:57.547866+00:00,0.22,0,0,0
311.47,2150,50.53,1.372,1116.1008333333336,pump,main_pump,2025-11-08T10:51:57.548436+00:00,0.23,0,0,0
313.54,2150,51.13,1.406,1123.5183333333334,pump,main_pump,2025-11-08T10:51:57.548436+00:00,0.24,0,0,0
310.87,2150,51.76,1.477,1113.9508333333333,pump,main_pump,2025-11-08T10:51:57.548436+00:00,0.25,0,0,0
311.42,2150,51.7,1.457,1115.9216666666666,pump,main_pump,2025-11-08T10:51:57.548436+00:00,0.26,0,0,0
310.87,2150,51.08,1.315,1113.9508333333333,pump,main_pump,2025-11-08T10:51:57.548990+00:00,0.27,0,0,0
311.26,2150,51.33,1.535,1115.3483333333334,pump,main_pump,2025-11-08T10:51:57.548990+00:00,0.28,0,0,0
310.42,2150,51.39,1.235,1112.3383333333334,pump,main_pump,2025-11-08T10:51:57.548990+00:00,0.29,0,0,0
309.78,2150,51.63,1.462,1110.0449999999998,pump,main_pump,2025-11-08T10:51:57.548990+00:00,0.3,0,0,0
311.49,2150,51.46,1.378,1116.1725,pump,main_pump,2025-11-08T10:51:57.549513+00:00,0.31,0,0,0
310.55,2150,50.95,1.346,1112.8041666666666,pump,main_pump,2025-11-08T10:51:57.549513+00:00,0.32,0,0,0
311.11,2150,51.4,1.566,1114.8108333333332,pump,main_pump,2025-11-08T10:51:57.549513+00:00,0.33,0,0,0
311.77,2150,51.72,1.41,1117.1758333333332,pump,main_pump,2025-11-08T10:51:57.550069+00:00,0.34,0,0,0
311.48,2150,50.94,1.483,1116.1366666666668,pump,main_pump,2025-11-08T10:51:57.550069+00:00,0.35,0,0,0
312.23,2150,50.64,1.473,1118.8241666666668,pump,main_pump,2025-11-08T10:51:57.550383+00:00,0.36,0,0,0
310.86,2150,51.37,1.426,1113.915,pump,main_pump,2025-11-08T10:51:57.550383+00:00,0.37,0,0,0
311.25,2150,51.8,1.517,1115.3125,pump,main_pump,2025-11-08T10:51:57.550383+00:00,0.38,0,0,0
312.11,2150,51.27,1.478,1118.3941666666667,pump,main_pump,2025-11-08T10:51:57.550906+00:00,0.39,0,0,0
313.42,2150,50.93,1.366,1123.0883333333334,pump,main_pump,2025-11-08T10:51:57.550906+00:00,0.4,0,0,0
312.29,2150,51.24,1.511,1119.0391666666667,pump,main_pump,2025-11-08T10:51:57.550906+00:00,0.41,0,0,0
310.49,2150,51.71,1.509,1112.5891666666666,pump,main_pump,2025-11-08T10:51:57.550906+00:00,0.42,0,0,0
313.62,2150,50.4,1.526,1123.805,pump,main_pump,2025-11-08T10:51:57.551480+00:00,0.43,0,0,0
309.36,2150,50.82,1.551,1108.54,pump,main_pump,2025-11-08T10:51:57.551480+00:00,0.44,0,0,0
311.18,2150,50.81,1.203,1115.0616666666667,pump,main_pump,2025-11-08T10:51:57.551480+00:00,0.45,0,0,0
312.43,2150,51.11,1.501,1119.5408333333332,pump,main_pump,2025-11-08T10:51:57.551480+00:00,0.46,0,0,0
311.74,2150,50.27,1.349,1117.0683333333334,pump,main_pump,2025-11-08T10:51:57.552009+00:00,0.47,0,0,0
310.06,2150,50.89,1.689,1111.0483333333334,pump,main_pump,2025-11-08T10:51:57.552009+00:00,0.48,0,0,0
309.84,2150,50.54,1.4,1110.26,pump,main_pump,2025-11-08T10:51:57.552009+00:00,0.49,0,0,0
313.39,2150,51.08,1.636,1122.9808333333333,pump,main_pump,2025-11-08T10:51:57.552009+00:00,0.5,0,0,0
312.59,2150,50.61,1.19,1120.1141666666667,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.51,0,0,0
311.51,2150,51.34,1.442,1116.2441666666666,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.52,0,0,0
311.18,2150,51.3,1.453,1115.0616666666667,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.53,0,0,0
311.31,2150,50.39,1.406,1115.5275,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.54,0,0,0
310.04,2150,50.35,1.523,1110.9766666666667,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.55,0,0,0
312.26,2150,51.7,1.506,1118.9316666666666,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.56,0,0,0
311.7,2150,50.81,1.506,1116.925,pump,main_pump,2025-11-08T10:51:57.552538+00:00,0.57,0,0,0
311.92,2150,50.73,1.342,1117.7133333333334,pump,main_pump,2025-11-08T10:51:57.553546+00:00,0.58,0,0,0
310.48,2150,51.77,1.361,1112.5533333333333,pump,main_pump,2025-11-08T10:51:57.553546+00:00,0.59,0,0,0
309.94,2150,51.57,1.503,1110.6183333333333,pump,main_pump,2025-11-08T10:51:57.553546+00:00,0.6,0,0,0
309.52,2150,50.57,1.446,1109.1133333333332,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.61,0,0,0
312.16,2150,50.93,1.412,1118.5733333333333,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.62,0,0,0
311.14,2150,51.26,1.44,1114.9183333333333,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.63,0,0,0
310.78,2150,51.09,1.602,1113.628333333333,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.64,0,0,0
312.52,2150,50.97,1.726,1119.8633333333332,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.65,0,0,0
311.8,2150,50.0,1.344,1117.2833333333333,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.66,0,0,0
309.99,2150,51.23,1.425,1110.7975,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.67,0,0,0
312.1,2150,51.05,1.418,1118.3583333333333,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.68,0,0,0
310.35,2150,50.74,1.531,1112.0875,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.69,0,0,0
311.38,2150,51.08,1.464,1115.7783333333334,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.7,0,0,0
313.52,2150,52.0,1.488,1123.4466666666667,pump,main_pump,2025-11-08T10:51:57.554056+00:00,0.71,0,0,0
310.33,2150,50.5,1.526,1112.0158333333334,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.72,0,0,0
310.28,2150,51.11,1.519,1111.8366666666664,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.73,0,0,0
311.45,2150,49.81,1.329,1116.0291666666667,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.74,0,0,0
312.65,2150,51.13,1.394,1120.3291666666667,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.75,0,0,0
310.42,2150,51.7,1.384,1112.3383333333334,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.76,0,0,0
312.75,2150,51.32,1.448,1120.6875,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.77,0,0,0
312.26,2150,51.09,1.732,1118.9316666666666,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.78,0,0,0
311.18,2150,51.44,1.485,1115.0616666666667,pump,main_pump,2025-11-08T10:51:57.555563+00:00,0.79,0,0,0
309.99,2150,50.96,1.482,1110.7975,pump,main_pump,2025-11-08T10:51:57.556571+00:00,0.8,0,0,0
312.42,2150,51.81,1.224,1119.505,pump,main_pump,2025-11-08T10:51:57.556571+00:00,0.81,0,0,0
311.16,2150,50.61,1.447,1114.99,pump,main_pump,2025-11-08T10:51:57.556571+00:00,0.82,0,0,0
310.42,2150,51.75,1.437,1112.3383333333334,pump,main_pump,2025-11-08T10:51:57.556964+00:00,0.83,0,0,0
311.3,2150,51.68,1.459,1115.4916666666666,pump,main_pump,2025-11-08T10:51:57.556964+00:00,0.84,0,0,0
312.36,2150,51.04,1.355,1119.29,pump,main_pump,2025-11-08T10:51:57.556964+00:00,0.85,0,0,0
311.9,2150,49.96,1.427,1117.6416666666667,pump,main_pump,2025-11-08T10:51:57.556964+00:00,0.86,0,0,0
311.17,2150,51.0,1.536,1115.0258333333334,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.87,0,0,0
314.87,2150,51.02,1.634,1128.2841666666666,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.88,0,0,0
311.65,2150,50.57,1.425,1116.7458333333334,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.89,0,0,0
311.89,2150,49.8,1.249,1117.6058333333333,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.9,0,0,0
311.84,2150,51.72,1.301,1117.4266666666667,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.91,0,0,0
310.84,2150,51.2,1.282,1113.8433333333332,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.92,0,0,0
312.93,2150,51.14,1.482,1121.3325,pump,main_pump,2025-11-08T10:51:57.557564+00:00,0.93,0,0,0
312.63,2150,52.05,1.407,1120.2575,pump,main_pump,2025-11-08T10:51:57.558573+00:00,0.94,0,0,0
312.81,2150,50.82,1.425,1120.9025,pump,main_pump,2025-11-08T10:51:57.558573+00:00,0.95,0,0,0
310.88,2150,50.69,1.435,1113.9866666666667,pump,main_pump,2025-11-08T10:51:57.558573+00:00,0.96,0,0,0
311.27,2150,50.75,1.514,1115.3841666666667,pump,main_pump,2025-11-08T10:51:57.558573+00:00,0.97,0,0,0
311.56,2150,51.16,1.397,1116.4233333333334,pump,main_pump,2025-11-08T10:51:57.558573+00:00,0.98,0,0,0
311.26,2150,51.61,1.272,1115.3483333333334,pump,main_pump,2025-11-08T10:51:57.558573+00:00,0.99,0,0,0
313.44,2150,50.88,1.385,1123.16,pump,main_pump,2025-11-08T10:51:57.558573+00:00,1.0,0,0,0
311.18,2150,50.95,1.516,1115.0616666666667,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.01,0,0,0
310.77,2150,51.43,1.485,1113.5925,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.02,0,0,0
311.13,2150,51.15,1.521,1114.8825,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.03,0,0,0
309.88,2150,50.68,1.512,1110.4033333333334,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.04,0,0,0
311.89,2150,50.89,1.331,1117.6058333333333,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.05,0,0,0
311.03,2150,50.91,1.524,1114.5241666666664,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.06,0,0,0
310.7,2150,50.37,1.486,1113.3416666666667,pump,main_pump,2025-11-08T10:51:57.559572+00:00,1.07,0,0,0
311.52,2150,52.29,1.343,1116.28,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.08,0,0,0
312.71,2150,51.94,1.525,1120.5441666666666,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.09,0,0,0
310.25,2150,50.86,1.418,1111.7291666666667,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.1,0,0,0
309.23,2150,50.83,1.44,1108.0741666666668,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.11,0,0,0
310.71,2150,50.63,1.369,1113.3775,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.12,0,0,0
311.67,2150,51.28,1.364,1116.8175,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.13,0,0,0
312.57,2150,51.77,1.581,1120.0425,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.14,0,0,0
312.09,2150,50.82,1.381,1118.3225,pump,main_pump,2025-11-08T10:51:57.560573+00:00,1.15,0,0,0
311.86,2150,50.04,1.417,1117.4983333333332,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.16,0,0,0
311.44,2150,50.86,1.51,1115.9933333333333,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.17,0,0,0
312.04,2150,51.87,1.38,1118.1433333333334,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.18,0,0,0
311.29,2150,51.94,1.561,1115.4558333333334,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.19,0,0,0
311.12,2150,51.44,1.345,1114.8466666666666,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.2,0,0,0
312.41,2150,50.72,1.579,1119.4691666666668,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.21,0,0,0
311.46,2150,50.44,1.405,1116.065,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.22,0,0,0
311.04,2150,51.38,1.337,1114.56,pump,main_pump,2025-11-08T10:51:57.561572+00:00,1.23,0,0,0
312.75,2150,51.91,1.373,1120.6875,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.24,0,0,0
312.44,2150,51.41,1.532,1119.5766666666666,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.25,0,0,0
312.65,2150,50.49,1.41,1120.3291666666667,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.26,0,0,0
312.07,2150,50.52,1.514,1118.2508333333333,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.27,0,0,0
311.83,2150,51.19,1.468,1117.3908333333334,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.28,0,0,0
311.76,2150,51.12,1.724,1117.14,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.29,0,0,0
311.91,2150,51.58,1.505,1117.6775,pump,main_pump,2025-11-08T10:51:57.562573+00:00,1.3,0,0,0
313.21,2150,51.0,1.552,1122.3358333333333,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.31,0,0,0
311.95,2150,51.48,1.404,1117.8208333333334,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.32,0,0,0
310.62,2150,51.46,1.547,1113.055,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.33,0,0,0
311.73,2150,51.19,1.48,1117.0325,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.34,0,0,0
311.35,2150,51.74,1.408,1115.6708333333333,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.35,0,0,0
311.16,2150,51.83,1.483,1114.99,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.36,0,0,0
311.74,2150,51.43,1.72,1117.0683333333334,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.37,0,0,0
311.31,2150,49.89,1.539,1115.5275,pump,main_pump,2025-11-08T10:51:57.563573+00:00,1.38,0,0,0
312.55,2150,50.54,1.458,1119.9708333333333,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.39,0,0,0
310.2,2150,51.16,1.5,1111.55,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.4,0,0,0
312.41,2150,50.45,1.42,1119.4691666666668,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.41,0,0,0
310.89,2150,50.73,1.526,1114.0225,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.42,0,0,0
312.01,2150,51.19,1.415,1118.0358333333334,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.43,0,0,0
311.17,2150,51.44,1.422,1115.0258333333334,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.44,0,0,0
312.64,2150,51.54,1.503,1120.2933333333333,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.45,0,0,0
310.34,2150,50.97,1.326,1112.0516666666667,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.46,0,0,0
310.79,2150,51.28,1.391,1113.6641666666667,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.47,0,0,0
311.63,2150,51.35,1.483,1116.6741666666667,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.48,0,0,0
311.24,2150,50.47,1.59,1115.2766666666666,pump,main_pump,2025-11-08T10:51:57.564572+00:00,1.49,0,0,0
311.77,2150,50.48,1.21,1117.1758333333332,pump,main_pump,2025-11-08T10:51:57.566080+00:00,1.5,0,0,0
311.84,2150,51.46,1.374,1117.4266666666667,pump,main_pump,2025-11-08T10:51:57.566080+00:00,1.51,0,0,0
311.2,2150,50.78,1.401,1115.1333333333334,pump,main_pump,2025-11-08T10:51:57.566080+00:00,1.52,0,0,0
311.99,2150,51.32,1.262,1117.9641666666666,pump,main_pump,2025-11-08T10:51:57.566394+00:00,1.53,0,0,0
310.92,2150,51.27,1.476,1114.13,pump,main_pump,2025-11-08T10:51:57.566394+00:00,1.54,0,0,0
311.57,2150,51.3,1.462,1116.4591666666668,pump,main_pump,2025-11-08T10:51:57.566394+00:00,1.55,0,0,0
312.21,2150,51.75,1.435,1118.7525,pump,main_pump,2025-11-08T10:51:57.566394+00:00,1.56,0,0,0
314.75,2150,50.92,1.57,1127.8541666666667,pump,main_pump,2025-11-08T10:51:57.566394+00:00,1.57,0,0,0
311.14,2150,50.71,1.467,1114.9183333333333,pump,main_pump,2025-11-08T10:51:57.567571+00:00,1.58,0,0,0
311.81,2150,51.18,1.429,1117.3191666666667,pump,main_pump,2025-11-08T10:51:57.567571+00:00,1.59,0,0,0
311.9,2150,51.06,1.419,1117.6416666666667,pump,main_pump,2025-11-08T10:51:57.567571+00:00,1.6,0,0,0
311.28,2150,50.54,1.374,1115.4199999999998,pump,main_pump,2025-11-08T10:51:57.567571+00:00,1.61,0,0,0
311.28,2150,51.04,1.382,1115.4199999999998,pump,main_pump,2025-11-08T10:51:57.567571+00:00,1.62,0,0,0
311.52,2150,51.01,1.553,1116.28,pump,main_pump,2025-11-08T10:51:57.568439+00:00,1.63,0,0,0
312.42,2150,51.9,1.513,1119.505,pump,main_pump,2025-11-08T10:51:57.568439+00:00,1.64,0,0,0
311.79,2150,51.1,1.486,1117.2475,pump,main_pump,2025-11-08T10:51:57.568439+00:00,1.65,0,0,0
311.3,2150,51.23,1.491,1115.4916666666666,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.66,0,0,0
311.76,2150,51.9,1.401,1117.14,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.67,0,0,0
311.01,2150,50.41,1.307,1114.4525,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.68,0,0,0
311.46,2150,51.28,1.43,1116.065,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.69,0,0,0
311.16,2150,51.95,1.327,1114.99,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.7,0,0,0
313.59,2150,51.26,1.346,1123.6975,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.71,0,0,0
310.43,2150,52.06,1.489,1112.3741666666667,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.72,0,0,0
311.31,2150,52.1,1.381,1115.5275,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.73,0,0,0
312.38,2150,50.63,1.479,1119.3616666666667,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.74,0,0,0
312.22,2150,50.57,1.431,1118.7883333333336,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.75,0,0,0
311.77,2150,50.69,1.364,1117.1758333333332,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.76,0,0,0
311.64,2150,51.06,1.613,1116.71,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.77,0,0,0
310.2,2150,51.01,1.201,1111.55,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.78,0,0,0
311.32,2150,51.99,1.477,1115.5633333333333,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.79,0,0,0
311.99,2150,50.71,1.557,1117.9641666666666,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.8,0,0,0
312.04,2150,51.65,1.464,1118.1433333333334,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.81,0,0,0
311.86,2150,52.02,1.349,1117.4983333333332,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.82,0,0,0
310.63,2150,51.07,1.423,1113.0908333333334,pump,main_pump,2025-11-08T10:51:57.569062+00:00,1.83,0,0,0
311.04,2150,50.73,1.42,1114.56,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.84,0,0,0
311.3,2150,51.32,1.542,1115.4916666666666,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.85,0,0,0
310.67,2150,51.0,1.629,1113.2341666666666,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.86,0,0,0
310.95,2150,51.05,1.332,1114.2375,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.87,0,0,0
313.16,2150,50.98,1.509,1122.1566666666668,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.88,0,0,0
312.38,2150,50.99,1.775,1119.3616666666667,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.89,0,0,0
312.42,2150,51.36,1.507,1119.505,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.9,0,0,0
311.93,2150,51.42,1.387,1117.7491666666667,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.91,0,0,0
311.91,2150,50.7,1.569,1117.6775,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.92,0,0,0
312.01,2150,50.6,1.285,1118.0358333333334,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.93,0,0,0
312.39,2150,51.15,1.567,1119.3975,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.94,0,0,0
309.45,2150,50.99,1.375,1108.8625,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.95,0,0,0
311.91,2150,50.8,1.456,1117.6775,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.96,0,0,0
313.72,2150,51.35,1.403,1124.1633333333336,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.97,0,0,0
313.27,2150,51.5,1.388,1122.5508333333332,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.98,0,0,0
313.01,2150,51.46,1.438,1121.6191666666666,pump,main_pump,2025-11-08T10:51:57.571580+00:00,1.99,0,0,0
311.85,2150,50.53,1.554,1117.4625,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.0,0,0,0
312.15,2150,50.1,1.481,1118.5375,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.01,0,0,0
312.2,2150,51.36,1.406,1118.7166666666667,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.02,0,0,0
311.14,2150,51.0,1.477,1114.9183333333333,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.03,0,0,0
311.64,2150,51.49,1.286,1116.71,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.04,0,0,0
311.34,2150,50.49,1.343,1115.635,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.05,0,0,0
310.37,2150,50.92,1.368,1112.1591666666666,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.06,0,0,0
310.16,2150,51.12,1.268,1111.4066666666668,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.07,0,0,0
311.32,2150,50.7,1.452,1115.5633333333333,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.08,0,0,0
310.3,2150,51.12,1.089,1111.9083333333333,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.09,0,0,0
311.22,2150,50.96,1.443,1115.2050000000002,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.1,0,0,0
311.79,2150,51.57,1.499,1117.2475,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.11,0,0,0
311.24,2150,51.91,1.318,1115.2766666666666,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.12,0,0,0
311.62,2150,51.58,1.347,1116.6383333333333,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.13,0,0,0
311.02,2150,51.61,1.456,1114.4883333333332,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.14,0,0,0
312.78,2150,50.12,1.394,1120.7949999999998,pump,main_pump,2025-11-08T10:51:57.571580+00:00,2.15,0,0,0
311.94,2150,51.18,1.592,1117.785,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.16,0,0,0
311.17,2150,51.98,1.55,1115.0258333333334,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.17,0,0,0
309.99,2150,51.72,1.351,1110.7975,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.18,0,0,0
310.72,2150,50.4,1.57,1113.4133333333336,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.19,0,0,0
310.94,2150,50.55,1.231,1114.2016666666666,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.2,0,0,0
311.55,2150,50.44,1.604,1116.3875,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.21,0,0,0
311.77,2150,51.28,1.503,1117.1758333333332,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.22,0,0,0
308.84,2150,51.92,1.468,1106.6766666666667,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.23,0,0,0
310.6,2150,51.01,1.514,1112.9833333333333,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.24,0,0,0
311.43,2150,50.75,1.51,1115.9575,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.25,0,0,0
311.59,2150,52.18,1.581,1116.5308333333332,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.26,0,0,0
312.12,2150,51.51,1.399,1118.43,pump,main_pump,2025-11-08T10:51:57.576599+00:00,2.27,0,0,0
